"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&interval=Permian,Ladinian&private"
"Access Time","Fri 2024-10-25 09:23:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","interval","Permian,Ladinian"
"","timerule","major"
"","private","1"
"Elapsed Time","3.12"
"Records Found","3667"
"Records Returned","3667"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Titan","","""shale""/sandstone,""siliciclastic"",gravel/sandstone,sandstone/""shale"",siltstone","259.51","254.14","RU","6","9"
"str","","Tiverton","","""limestone"",""shale"",""siliciclastic"",sandstone,sandstone/siltstone","290.1","283.5","AU","73","222"
"str","","Tiverton","Homevale Beds","""limestone""","290.1","283.5","AU","1","1"
"str","","Toad","","""shale""/sandstone,""siliciclastic"",sandstone,siltstone","239.7","237","CA","244","640"
"str","","Toad River","","","251.2","248.9","CA","2","6"
"str","","Toad/Grayling","","""shale""","251.902","242","CA","1","69"
"str","","Toba","","","259.51","254.14","CN","2","37"
"str","","Tobin","","","248.9","247.2","US","1","10"
"str","","Tobizin","","sandstone,sandstone/""limestone"",sandstone/siltstone","251.2","248.9","RU","18","100"
"str","","Togotui","","","264.28","259.51","MN,RU","5","5"
"str","","Tokuyama","","""limestone""","266.9","264.28","JP","1","1"
"str","","Tolo Harbour","","mudstone/siltstone","266.9","264.28","HK","1","1"
"str","","Tomago","","""siliciclastic""","266.9","264.28","AU","1","1"
"str","","Toman","","","266.9","259.51","CN","1","14"
"str","","Tompinskaya","","""siliciclastic""","290.1","283.5","RU","11","18"
"str","","Tongchuan","","","242","237","CN","2","19"
"str","","Tongchuan","I","siltstone/sandstone","247.2","237","CN","1","2"
"str","","Tongjiezi","","""limestone""","251.2","247.2","CN","2","2"
"str","","Tongzhiyan","","","264.28","259.51","CN","6","69"
"str","","Tongziyan","","""siliciclastic"",mudstone,siltstone","264.28","259.51","CN","17","33"
"str","","Top Terrigenious Series","","sandstone/mudstone","259.51","251.902","PL","1","15"
"str","","Top Terrigenous Series","","mudstone/sandstone,sandstone/mudstone","259.51","251.902","PL","3","100"
"str","","Topmost Limestone","","""limestone""","248.9","247.2","PK","2","5"
"str","","Topmost Limestones","","""limestone""","248.9","247.2","PK","4","11"
"str","","Torbiditi d’Aupa","","","247.2","242","IT","1","1"
"str","","Toroweap","","""limestone"",dolomite","283.5","273.01","US","33","88"
"str","","Toroweap","Brady Canyon","wackestone","283.5","273.01","US","1","1"
"str","","Tosagok","","","266.9","259.51","KR","1","14"
"str","","Totoshan","","","290.1","283.5","MN","4","13"
"str","","Touling Coal","","","259.51","251.902","CN","1","1"
"str","","Toyoma","","""limestone"",""shale"",""siliciclastic"",lime mudstone,mudstone,sandstone","254.14","251.902","JP","29","107"
"str","","Toyoma","Kanayashiki","sandstone","254.14","251.902","JP","1","1"
"str","","Trail Canyon","","""limestone""","293.52","290.1","US","1","2"
"str","","Tramway","","""limestone"",sandstone","259.51","254.14","NZ","11","11"
"str","","Transitional Bed","","""limestone"",claystone","254.14","251.902","CN","3","40"
"str","","Trappers Cove","","""shale"",""siliciclastic""","290.1","283.5","CA","3","6"
"str","","Traveston","","""shale""/sandstone,sandstone","251.2","248.9","AU","5","21"
"str","","Treskelodden","","""limestone"",""limestone""/sandstone,conglomerate,sandstone/""limestone""","290.1","283.5","SJ","27","60"
"str","","Treskelodden Beds","Upper Treskelodden Beds","""limestone""","298.9","290.1","NO","17","72"
"str","","Trochitenkalk","","""limestone"",""shale"",lime mudstone,marl","243.8","242","DE","19","76"
"str","","Trochitenkalk","Crailsheim","""limestone""","243.8","242","DE","1","2"
"str","","Trogkofel","","""limestone"",""reef rocks"",wackestone","290.1","251.902","AT,IT,SI","15","46"
"str","","Trogkofel Limestone","","""limestone"",bindstone","293.52","273.01","SI","2","6"
"str","","Trold Fiord","","""limestone"",""siliciclastic"",sandstone,siltstone","259.51","254.14","CA","24","37"
"str","","Tsagan-Ula","","""siliciclastic"",sandstone","266.9","264.28","MN","22","146"
"str","","Tsaganul","","","266.9","264.28","MN","3","5"
"str","","Tsankhin","","""siliciclastic""","259.51","254.14","MN","1","22"
"str","","Tschermakjfellet","","""shale""","242","237","SJ","1","1"
"str","","Tsunemori","","mudstone/""limestone""","264.28","259.51","JP","2","20"
"str","","Tsvetkovomisskaya Suite","","","251.902","247.2","RU","1","2"
"str","","Tsvetochni","","""siliciclastic""","266.9","264.28","RU","1","1"
"str","","Tuin-Gol","","""siliciclastic""","273.01","259.51","MN","2","2"
"str","","Tulcea Veche","","lime mudstone","248.9","247.2","RO","1","8"
"str","","Tulong","","lime mudstone","244.7","243.8","CN","66","213"
"str","","Tumara","","""siliciclastic"",siltstone","283.5","273.01","RU","34","40"
"str","","Tumarin","","""siliciclastic""","283.5","273.01","RU","4","4"
"str","","Tumarinskaya Suite","","","283.5","273.01","RU","1","14"
"str","","Tumenling","","sandstone/""limestone"",siltstone/""limestone""","266.9","259.51","CN","17","81"
"str","","Tumenling","Middle","""limestone"",sandstone,sandstone/""limestone"",sandstone/mudstone,siltstone/""limestone""","266.9","259.51","CN","5","72"
"str","","Tunlonggongba","","""limestone""","290.1","283.5","CN","7","33"
"str","","Tunnel Block Sediments","","""siliciclastic""","290.1","283.5","AU","3","3"
"str","","Tuoba","","","259.51","254.14","CN","3","14"
"str","","Tuor-Yuryakh","","claystone/""limestone""","251.2","248.9","RU","1","4"
"str","","Tuorasis","","""siliciclastic"",mudstone,sandstone,siltstone","290.1","283.5","RU","11","14"
"str","","Turabievo","","""limestone""","287.6","276.8","RU","3","26"
"str","","Turuzov","","""siliciclastic""","293.52","290.1","RU","20","41"
"str","","Tuzancoa","","""limestone""","298.9","293.52","MX","1","34"
"str","","Tvillingodden","","marl,sandstone","248.9","247.2","SJ","3","9"
"str","","Twillingodden","","grainstone","251.2","248.9","NO","1","1"
"str","","Tyrinskaya","","""siliciclastic""","264.28","259.51","RU","1","1"
"str","","Tyur-Upa","","""limestone""/""shale"",""shale"",sandstone/""shale""","248.9","247.2","KZ","5","16"
"str","","Uchama","","""siliciclastic""","251.4","251.2","RU","1","1"
"str","","Ufim","","","283.5","273.01","RU","1","1"
"str","","Ufimskiy","","""siliciclastic""","283.5","273.01","RU","19","29"
"str","","Ugodinskaya","","""limestone""","264.28","259.51","RU","1","3"
"str","","Ugodinzin","","""limestone""","264.28","259.51","RU","2","4"
"str","","Ugodinzinskaya","","""limestone""","264.28","259.51","RU","1","12"
"str","","Ugryumin","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Ulakhan","","","251.902","251.2","RU","1","1"
"str","","Ulakhan-Krest","","""siliciclastic"",conglomerate,mudstone,mudstone/siltstone,sandstone,sandstone/siltstone,siltstone,siltstone/""carbonate"",siltstone/mudstone","239.7","237","RU","53","190"
"str","","Ulakhan-Krest","1","mudstone/siltstone,siltstone","247.2","242","RU","2","7"
"str","","Ulakhan-Krest","11","siltstone","242","237","RU","3","17"
"str","","Ulakhan-Krest","12","siltstone","247.2","242","RU","7","33"
"str","","Ulakhan-Krest","13","mudstone","242","237","RU","8","34"
"str","","Ulakhan-Krest","14","siltstone/mudstone","242","237","RU","1","1"
"str","","Ulakhan-Krest","16","sandstone","242","237","RU","2","10"
"str","","Ulakhan-Krest","2","siltstone","247.2","242","RU","1","2"
"str","","Ulakhan-Krest","3","conglomerate,mudstone/siltstone","247.2","242","RU","2","9"
"str","","Ulakhan-Krest","5","siltstone","247.2","242","RU","2","5"
"str","","Ulakhan-Krest","6","siltstone/mudstone","247.2","242","RU","1","2"
"str","","Ulakhan-Krest","Kendei","siltstone","247.2","242","RU","6","27"
"str","","Uldza","","""siliciclastic"",sandstone","264.28","259.51","MN","13","18"
"str","","Uldza","Lower","sandstone,sandstone/siltstone","273.01","266.9","MN","4","16"
"str","","Uldza","Upper","","264.28","259.51","MN","2","3"
"str","","Uldzinian","","""limestone""","264.28","259.51","MN","1","1"
"str","","Uldzinskaya Suite","Upper","","264.28","251.902","MN","1","26"
"str","","Um Irna","","siltstone/claystone","259.51","251.902","JO","1","14"
"str","","Unayzah","","sandstone/mudstone","273.01","251.902","SA","2","21"
"str","","Unazawa","","chert","254.14","251.902","JP","1","6"
"str","","Underkhanskaya Suite","","","298.9","273.01","MN","2","17"
"str","","Unidad Roja Superior","","siltstone","266.9","259.51","ES","1","1"
"str","","Union Wash","","""limestone"",siltstone","248.9","247.2","US","5","59"
"str","","Unit B","","","298.9","290.1","MA","1","19"
"str","","unnamed","","grainstone","283.5","273.01","CA","1","42"
"str","","Upper Abrekskaya Suite","","","273.01","266.9","RU","1","7"
"str","","Upper Anhydrite","","evaporite/mudstone","259.51","251.902","PL","1","17"
"str","","Upper Buntsandstein","","sandstone","247.2","242","DE","4","5"
"str","","Upper Ceratite Limestone","","""limestone"",marl,sandstone","251.2","248.9","PK","74","174"
"str","","Upper Ceratite Limestone","Bivalve Beds","""limestone""","248.9","247.2","PK","7","13"
"str","","Upper Chutani","","","283.5","273.01","BO","1","2"
"str","","Upper Coal Series","","","254.14","251.902","CN","1","6"
"str","","Upper Delenzhinskaya Suite","","","266.9","259.51","RU","2","26"
"str","","Upper Dulgalakhskaya Suite","","","266.9","254.14","RU","3","11"
"str","","Upper Dunaiskaya Suite","","","293.52","283.5","RU","1","16"
"str","","Upper Dunay Suite","","","293.52","283.5","RU","1","17"
"str","","Upper Gharif","","","273.01","266.9","OM","1","6"
"str","","Upper Gusinozemelskaya Suite","","","273.01","259.51","RU","1","11"
"str","","Upper Kosyinskian Suite","","","290.1","283.5","RU","1","16"
"str","","Upper Kuseler Shale","","""shale""","298.9","293.52","DE","4","4"
"str","","Upper La Golondrina","","","273.01","264.28","AR","1","10"
"str","","Upper Marine Beds","","","259.51","254.14","AU","2","2"
"str","","Upper Pospelovka","","siltstone/sandstone","283.5","273.01","RU","1","18"
"str","","Upper Pospelovskaya Suite","","","273.01","266.9","RU","2","32"
"str","","Upper Pseudoschwagerina","","""limestone""","293.52","290.1","AT","2","18"
"str","","Upper Rejuechaka","","","254.14","251.902","CN","1","16"
"str","","Upper Saurian Niveau","","","242","237","NO","2","2"
"str","","Upper Tumarinskaya Suite","","","283.5","273.01","RU","3","49"
"str","","Urminskaya","","","290.1","283.5","RU","1","1"
"str","","Urminskaya","Sarginsky","marl","290.1","283.5","RU","1","1"
"str","","Urminskian","","","290.1","283.5","RU","5","25"
"str","","Urulung","","""limestone"",""siliciclastic"",sandstone","290.1","273.01","CN","3","10"
"str","","Urushten","","""limestone"",""siliciclastic""","254.14","251.902","RU","14","59"
"str","","Uruzbulak","","","298.9","290.1","TJ","1","2"
"str","","Usclas-Saint-Privas","","""siliciclastic""","298.9","293.52","FR","1","1"
"str","","Usili","","","259.51","254.14","TZ","2","2"
"str","","Uskat","","""siliciclastic""","273.01","266.9","RU","3","8"
"str","","Uslon","Podluzhnik","grainstone","273.01","266.9","RU","1","5"
"str","","Ustmylian","","","251.2","247.2","RU","1","1"
"str","","Usyatka","","""siliciclastic""","273.01","266.9","RU","1","1"
"str","","Usyatskata","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Usyatskaya Suite","","","283.5","273.01","RU","2","26"
"str","","Utanak","","""limestone""","283.5","273.01","RU","2","2"
"str","","Uyamano","","""limestone""","298.9","293.52","JP","1","2"
"str","","Uyamanoro","","""limestone""","298.9","293.52","JP","2","30"
"str","","Uzen","","mudstone/""limestone""","251.902","247.2","KZ","1","3"
"str","","Uzenskoy","","","248.9","247.2","TM","1","1"
"str","","Uzum Bair","","","247.2","242","RO","4","84"
"str","","Val di Centa Marls","","marl","243.8","242","IT","4","5"
"str","","Val Gardena","","mudstone,sandstone,sandstone/siltstone,siltstone","259.51","254.14","IT","8","76"
"str","","Val Gardena Sandstone","","","298.9","251.902","IT","1","86"
"str","","Valarsa","Upper","""limestone""","247.2","242","IT","1","2"
"str","","Vale","","claystone,claystone/conglomerate,conglomerate,siltstone","283.5","273.01","US","4","28"
"str","","Vale","Lower Vale","sandstone/conglomerate","290.1","266.9","US","1","5"
"str","","Valentinovskaya","","""siliciclastic""","266.9","264.28","RU","1","1"
"str","","Valera Shale","","""shale"",""siliciclastic""","290.1","283.5","US","2","5"
"str","","van Hauen","","""limestone"",siltstone","264.28","254.14","CA","9","10"
"str","","Vardebukta","","lime mudstone/conglomerate,sandstone,siltstone","251.4","251.2","NO,SJ","27","54"
"str","","Vardebukta","'Myalina' bed","sandstone","251.4","251.2","NO","1","2"
"str","","Vardebukta","Kistefjellet","conglomerate","251.4","251.2","NO","3","3"
"str","","Vardebukta","Selmaneset","mudstone","251.902","251.4","SJ","1","4"
"str","","Vardebukta","Siksaken","packstone","251.4","251.2","SJ","1","7"
"str","","Vardebukta","Urnetoppen","conglomerate","251.4","251.2","SJ","2","10"
"str","","Vardebukta and Tillingodden","","packstone","251.902","247.2","NO","1","6"
"str","","Vasmikukh","","","251.2","248.9","TJ","3","8"
"str","","Vaszoly","","""limestone"",claystone,claystone/grainstone","242","239.7","HU","84","367"
"str","","Vazhnan","","""limestone""","298.9","293.52","IR","12","25"
"str","","Velebit","Neoschwagerina Dolomite","""limestone""","266.9","264.28","HR","1","4"
"str","","Velebit","Transitional Dolomite","""limestone""","254.14","251.902","HR","1","4"
"str","","Velebit","Upper Limestone","""limestone""","264.28","259.51","HR","1","1"
"str","","Verka","","","283.5","273.01","KZ","1","1"
"str","","Verkhnii Uslon","Podluzhnik","""limestone"",grainstone","273.01","266.9","RU","9","110"
"str","","Verkhoyan","","""siliciclastic""","283.5","273.01","RU","6","6"
"str","","Verruca","","""shale""","242","237","IT","1","1"
"str","","Veslyana","","""limestone""/marl","273.01","266.9","RU","1","1"
"str","","Veslyanskaya Suite","","","266.9","264.28","RU","1","9"
"str","","Vetluga Series","","","251.2","247.2","RU","1","1"
"str","","Vetlugian","Sludkinsk","","251.2","248.9","RU","2","2"
"str","","Vetlugian Series","","","251.902","247.2","RU","2","5"
"str","","Vidrio","","""limestone""","266.9","264.28","US","2","11"
"str","","Viganvar","","packstone","247.2","245.5","HU","10","33"
"str","","Vikinghogda","","siltstone","248.9","247.2","SJ","1","1"
"str","","Vikinghogda","Deltadalen","""limestone"",siltstone","251.4","251.2","SJ","5","22"
"str","","Vikinghogda","Lusitaniadalen","""shale"",siltstone","251.2","248.9","SJ","4","13"
"str","","Vikinghogda","Vendomdalen","""limestone"",""shale"",siltstone","248.9","247.2","SJ","21","45"
"str","","Vikinghøgda","Deltadalen","siltstone","251.902","251.4","SJ","2","22"
"str","","Vikinghøgda","Lusitaniadalen","""shale"",siltstone","251.2","247.2","NO,SJ","21","50"
"str","","Vikinghøgda","Vendomdalen","""shale"",ironstone","248.9","247.2","NO,SJ","6","35"
"str","","Vil'skaya","","","283.5","273.01","RU","1","1"
"str","","Villaviciosa beds","","sandstone/mudstone","298.9","290.1","ES","1","5"
"str","","Virgin","","""limestone"",grainstone,packstone,sandstone,siltstone","248.9","247.2","US","15","123"
"str","","Vladivostok","","""limestone"",tuff/sandstone","273.01","266.9","RU","8","76"
"str","","Vokhma","","","251.902","251.2","RU","1","2"
"str","","Vokhma","Nedubrovo","siltstone","254.14","251.902","RU","3","26"
"str","","Vokhmian","Astashikhian","claystone","251.902","251.2","RU","1","1"
"str","","Vokhminskaya","","claystone","251.902","251.2","RU","4","22"
"str","","Voltzia","Gres a meules","""shale""/sandstone","247.2","242","FR","2","3"
"str","","Voltzia Sandstone","","","245.5","244.7","FR","1","1"
"str","","Vorkutskoy","","""siliciclastic""","283.5","273.01","RU","28","31"
"str","","Vossenveld","","""carbonate"",marl","243.8","242","NL","13","80"
"str","","Vostochnotaimyrskaya","","""siliciclastic""","248.9","247.2","RU","7","51"
"str","","Vrchabi","","""siliciclastic""","298.9","293.52","CZ","1","1"
"str","","Vrchlabí","Rudnik","claystone,mudstone","298.9","293.52","CZ","7","174"
"str","","Vrchlabí","Stará Paka Sandstone","","298.9","293.52","CZ","2","10"
"str","","Vyasovka","","","264.28","256.8","RU","1","6"
"str","","Vyazniki","","claystone","254.14","251.902","RU","2","27"
"str","","Vyazovka","","marl,siltstone","254.14","251.902","RU","4","11"
"str","","Vyazovskaya","","marl/sandstone","264.28","259.51","RU","1","3"
"str","","Vysoka","Geldek","wackestone/packstone","247.2","242","SK","4","8"
"str","","Waderner Schichten","","""shale""","298.9","290.1","DE","1","1"
"str","","Waggoner Ranch","","""limestone""/""shale""","290.1","273.01","US","1","5"
"str","","Wagina Sandstone","","","273.01","259.51","AU","1","11"
"str","","Wairaki Breccia","","""limestone""","254.14","251.902","NZ","7","23"
